,CompanyName,Date,Title,level,overall_news_score,negative_score,positive_score,neutral_score,compound_score,final_tag,Close,final_tag_stock4,final_tag_bert,final_tag_stock_level,final_tag_vader_level,final_tag_bert_level,final_tag_bert1,final_tag_bert_level1
449,ASIAN PAINTS LTD,2021-04-01,asian paints unveils cherish colour year two thousand and twenty-one asian paints unveils cherish colour two thousand and twenty-one asian paints unveils colour trends two thousand and twenty-one asianpaint asian paints limited informed exchange loss share certificates please find enclosed intimation letter dated 1st april two thousand and twenty-one received rta ms tsr darashaw consultants private limited providing information regarding loss share certificate shareholder company duplicate share certificate issued completion necessary procedures prescribed lawthis information submitted pursuant regulation three hundred and ninety-three sebi listing obligations disclosure requirements regulations two thousand and fifteen information record asian paints ltd -- compliances-reg thirty-nine three - details loss certificate duplicate certificate,4,0.31870725750923157,0.089,0.117,0.795,0.5267,positive,2551.75,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
450,ASIAN PAINTS LTD,2021-04-05,top stocks watch trade asian paints hdfc auto stocks focus top stocks watch trade asian paints hdfc auto stocks focus - times,5,0.3199969232082367,0.0,0.153,0.847,0.3818,positive,2510.65,NEGATIVE,POSITIVE,2,1,1,POSITIVE,1
451,ASIAN PAINTS LTD,2021-04-06,"market live sensex near days high four hundred points asian paints top gainer share market live sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers share market updates sensex nifty manage end higher volatile session asian paints sun pharma dr reddys labs hul shares lead gains share market highlights sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers top gainers today asian paints sun pharma hul rose four metal pharma stocks help sensex nifty fifty end positive adani ports asian paints gain market movers asian paints shines oil slump ninety-nine stocks give buy signal market movers asian paints shines oil slump ninety-nine stocks give buy signal share market highlights sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers financial express share market live sensex sits green nifty needs cross fourteen thousand, nine hundred and fifty bulls return asian paints three financial express share market live sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers share market updates sensex nifty end higher asian paints sun pharma hul shares lead gains share market updates sensex nifty end higher asian paints sun pharma hul shares lead gains share market live sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers financial express share market highlights sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers share market live sensex sits green nifty needs cross fourteen thousand, nine hundred and fifty bulls return asian paints three adani ports asian paints tata consumer products jsw steel share market highlights sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers top gainers today asian paints sun pharma hul rose four market movers asian paints shines oil slump ninety-nine stocks give buy signal share market highlights sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers financial express share market live sensex sits green nifty needs cross fourteen thousand, nine hundred and fifty bulls return asian paints three markets live sensex nifty advance adani ports asian paints lead market live sensex near days high four hundred points asian paints top gainer share market live sensex sits green nifty needs cross fourteen thousand, nine hundred and fifty bulls return asian paints three share market live sensex sits green nifty needs cross fourteen thousand, nine hundred and fifty bulls return asian paints three financial express share market live updates sensex nifty turn flat adani ports asian paints tata consumer jsw steel share market updates sensex nifty manage end higher volatile session asian paints sun pharma dr reddys labs hul shares lead gains share market live sensex ends forty-two pts higher nifty fourteen thousand, six hundred and fifty asian paints sun pharma top gainers financial express",2,0.29218167066574097,0.0,0.254,0.746,0.999,positive,2611.6,POSITIVE,NEGATIVE,1,1,2,NEGATIVE,2
452,ASIAN PAINTS LTD,2021-04-07,mitesh thakkar buy biocon asian paints pidilite sell powergrid,2,0.29218167066574097,0.0,0.0,1.0,0.0,neutral,2628.6,POSITIVE,NEGATIVE,1,3,2,NEGATIVE,2
453,ASIAN PAINTS LTD,2021-04-08,second wave disrupting demand asian paints amit syngle et sticking stakeholders important says asian paints coo amit syngle asian paints ltd -- board meeting intimation board meeting held wednesday 12th may2021 asianpaint asian paints limited financial resultsdividend margins asian paints may fade impact price hike shows margins asian paints may fade impact price hike shows sticking stakeholders important says asian paints coo amit syngle sticking stakeholders important says asian paints md ceo amit syngle looking innovation major way grow company asian paints asian paints ltd -- corporate action-board consider dividend covid resurgence impacted asian paints amit syngle answers 18th edition asian paints colournext unveils four trends two thousand and twenty-one,4,0.3016796112060547,0.029,0.069,0.901,0.5574,positive,2650.65,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
454,ASIAN PAINTS LTD,2021-04-09,"asian paints forays world furnishing asian paints forays world furnishing sensex drops one hundred and fifty points - bajaj finance asian paints icici bank kotak bank hdfc bank reliance sensex drops one hundred and fifty pts early trade bajaj finance asian paints icici bank kotak bank hdfc bank reliance industries others among losers asian paints forays world furnishing asian paints forays world furnishing sensex drops one hundred and fifty pts early trade bajaj finance asian paints icici bank kotak bank hdfc bank reliance industries others among losers asian paints forays world furnishing asian paints forays world furnishing asian paints forays world furnishing asianpaint asian paints limited informed exchange copy newspaper publication pursuant regulation thirty listing regulations please find enclosed copies notices given shareholders informing meeting board directors company held wednesday 12th may2021 accordance regulation forty-seven listing regulations notice published following newspapers 9th april two thousand and twenty-one including e-editions wherever applicablei india english edition economic timesii mumbai edition free press journaliii mumbai edition navshakti iv maharashtra edition maharashtra timesthis information record asian paints forays world furnishing sensex drops one hundred and fifty points early trade nifty fourteen thousand, eight hundred and fifty bajaj finance asian paints icici bank kot asian paints forays world furnishing asian paints ltd -- announcement regulation thirty lodr-newspaper publication",4,0.31870725750923157,0.039,0.037,0.924,-0.1027,negative,2630.8,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
455,ASIAN PAINTS LTD,2021-04-12,asian paints forays home furnishing segment,4,0.31870725750923157,0.0,0.0,1.0,0.0,neutral,2602.2,NEGATIVE,POSITIVE,2,3,1,POSITIVE,1
456,ASIAN PAINTS LTD,2021-04-13,"asian paints ltd -- compliances-reg thirty-nine three - details loss certificate duplicate certificate asian paints q4 pat seen six hundred and fifty-four yoy rs seven thousand, nine hundred and forty-five cr sharekhan",4,0.31870725750923157,0.069,0.0,0.931,-0.3182,negative,2570.7,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
457,ASIAN PAINTS LTD,2021-04-15,asian paints enters furnishing segment,4,0.31870725750923157,0.0,0.0,1.0,0.0,neutral,2587.7,POSITIVE,POSITIVE,1,3,1,POSITIVE,1
458,ASIAN PAINTS LTD,2021-04-16,"market live sensex 49k nifty near fourteen thousand, seven hundred wipro asian paints soar market live sensex gives four hundred and ninety ends flat nifty fourteen thousand, six hundred and fifty icici bank top loser asian paints gains market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains sensex jumps one hundred and fifty pts early trade ultratech cement asian paints hcl tech hdfc tech mahindra mm among top gainers market live sensex 49k nifty tops fourteen thousand, six hundred and fifty wipro asian paints soar sensex nifty fifty end marginally higher asian paints ultratech cement ongc sun pharma hcl tech nestle india trade green market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains financial express market live sensex gives four hundred and ninety ends flat nifty fourteen thousand, six hundred and fifty icici bank top loser asian paints gains market highlights sensex gives 49k ends flat nifty fourteen thousand, six hundred and fifty icici bank falls asian paints gains financial express sensex ends higher third session asian paints ultratech cement ongc top gainers indices eke slim gains close lower week asian paints three indices eke slim gains close lower week asian paints three market live sensex holds 49k nifty near fourteen thousand, seven hundred wipro asian paints soar market live sensex gives four hundred and ninety ends flat nifty fourteen thousand, six hundred and fifty icici bank top loser asian paints gains asian paints forays world furnishinglaunches indias first ever range designer home furnishing collaboration sabyasachi partners pure concept tap home furnishing network asian paints three hundred and seven pc rs two hundred and sixty-six thousand, five hundred and eighty",2,0.29218167066574097,0.036,0.182,0.782,0.9936,positive,2663.7,POSITIVE,NEGATIVE,1,1,2,NEGATIVE,2
459,ASIAN PAINTS LTD,2021-04-19,asian paints ltd -- statement investor complaints quarter ended march two thousand and twenty-one asian paints ltd -- compliance regulation seven three sebi listing obligations disclosure requirements regulations two thousand and fifteen listing regulations period ended 31st march2021,4,0.31870725750923157,0.068,0.0,0.932,-0.4019,negative,2571.9,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
460,ASIAN PAINTS LTD,2021-04-20,tata steel asian paints among twenty-one stocks sending weak signals macd charts tata steel asian paints among twenty-one stocks sending weak signals macd charts,5,0.3199969232082367,0.209,0.0,0.791,-0.7003,negative,2553.65,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
461,ASIAN PAINTS LTD,2021-04-23,asian paints ltd -- compliances-reg thirty-nine three - details loss certificate duplicate certificate,4,0.31870725750923157,0.161,0.0,0.839,-0.3182,negative,2517.95,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
462,ASIAN PAINTS LTD,2021-04-28,asian paints ltd -- format initial disclosure made entity identified large corporate,4,0.31870725750923157,0.0,0.0,1.0,0.0,neutral,2614.55,POSITIVE,POSITIVE,1,3,1,POSITIVE,1
463,ASIAN PAINTS LTD,2021-04-30,asian paints ltd -- announcement regulation thirty lodr-newspaper publication asian paints ltd -- announcement regulation thirty lodr-newspaper publication,4,0.31870725750923157,0.0,0.0,1.0,0.0,neutral,2536.4,NEGATIVE,POSITIVE,2,3,1,POSITIVE,1
464,ASIAN PAINTS LTD,2021-05-05,bullish quasi-monopolistic franchises like asian paints pidilite nestle saurabh mukherjea,3,0.29111963510513306,0.0,0.217,0.783,0.3612,positive,2567.65,POSITIVE,POSITIVE,1,1,1,NEGATIVE,2
465,ASIAN PAINTS LTD,2021-05-07,asian paints ltd -- compliances-reg thirty-nine three - details loss certificate duplicate certificate,4,0.31870725750923157,0.161,0.0,0.839,-0.3182,negative,2551.65,NEGATIVE,POSITIVE,2,2,1,POSITIVE,1
466,ASIAN PAINTS LTD,2021-05-11,"asian paints q4 et poll buy asian paints target price rs two thousand, seven hundred and fifty icici securities asian paints q4fy21 preview street expects thirty revenue growth",4,0.31870725750923157,0.0,0.156,0.844,0.5859,positive,2556.25,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
467,ASIAN PAINTS LTD,2021-05-12,"top stocks focus dr reddys tcs infosys kalpataru power asian paints lupin ril bharti airtel vodafone idea yes bank asian paints lupin infosys dr reddys stocks focus stocks news asian paints dr reddys labs gspl lupin upl stocks watch mm dr reddys godrej consumer infosys asian paints upl ril bharti airtel vodafone idea yes bank asian paints lupin infosys dr reddys stocks focus asian paints announce q4 numbers today heres watch asian paints share trading higher ahead q4 earnings heres expect asian paints ltd -- outcome board meeting accordance sebi listing obligations disclosure requirements regulations two thousand and fifteen listing regulations asianpaint asian paints limited informed exchange board directors company meeting held today inter alia recommended payment final dividend rs one thousand, four hundred and fifty rupees fourteen paise fifty only per equity share face value re1 rupee one financial year ended 31st march2021 subject approval shareholders ensuing 75th annual general meeting agm brief-indias asian paints march-quarter consol net profit jumps asian paints q4 consolidated net profit rises eight hundred and forty-five eight hundred and fifty-two crore asian paints ltd -- announcement regulation thirty lodr-investor presentation asian paints q4 results profit falls sequentially beats estimates margin contracts asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints q4 fy21 pat gallops eighty-one rs eight hundred and seventy cr asian paints q4 consolidated net profit rises eight hundred and forty-five eight hundred and fifty-two crore asian paints q4 impressive vol growth margins ests asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine cr ril bharti airtel vodafone idea yes bank asian paints lupin infosys dr reddys stocks focus stocks watch mm dr reddys godrej consumer infosys asian paints upl asian paints q4 preview earnings volume growth could strong double digit stocks news ril jm financial godrej consumer asian paints asian paints ltd -- outcome board meeting accordance sebi listing obligations disclosure requirements regulations two thousand and fifteen listing regulations asian paints ltd -- record date final dividend financial year ended 31st march2021 asian paints q4 results profit falls sequentially beats estimates margin contracts asian paints consolidated revenue increases seventy-four q4 results asian paints ltd -- outcome board meeting accordance sebi listing obligations disclosure requirements regulations two thousand and fifteen listing regulations asian paints q4 consolidated net profit rises eight hundred and forty-five eight hundred and fifty-two crore asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints q4 consolidated net profit rises eight hundred and forty-five eight hundred and fifty-two crore asian paints q4 pat gallops eighty-one rs eight hundred and seventy cr asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints q4 pat gallops eighty-one rs eight hundred and seventy cr asian paints q4 net profit grows eighty-one revenue forty-three asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine cr stocks watch asian paints bharti airtel godrej consumer upl vodafone idea stocks news ril jm financial godrej consumer asian paints asian paints share trading higher ahead q4 earnings heres expect top stocks focus dr reddys tcs infosys kalpataru power asian paints lupin stocks news asian paints dr reddys labs gspl lupin upl buzzing stocks asian paints infosys godrej consumer others focus today buzzing stocks asian paints infosys godrej consumer others focus today stocks news asian paints dr reddys labs gcpl lupin upl markets may stay weak telcos asian paints tata power focus ril bharti airtel vodafone idea yes bank asian paints lupin infosys dr reddys stocks focus stocks watch asian paints upl adani enterprises airtel mm infosys stocks news asian paints dr reddys labs gcpl lupin upl stock markets live sgx nifty declines amid weak asian trade asian paints upl focus markets may stay weak telcos asian paints tata power focus asian paints q4 preview earnings volume growth could strong double digit asian paints announce q4 numbers today heres watch asian paints ltd -- financial results quarter year ended 31st march2021 asian paints ltd -- 75th annual general meeting company held 29th june2021 asianpaint asian paints limited informed exchange record date purpose dividend 11-jun-2021 business news asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asianpaint asian paints limited informed exchange investor presentation asian paints q4 profit jumps eighty-one rs eight hundred and seventy crore volume revenue beat estimates asian paints q4 results consolidated pat rises eight hundred and forty-five yoy rs eight hundred and fifty-two cr estimates asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints q4 profit jumps eighty-one rs eight hundred and seventy crore volume revenue beat estimates asian paints consolidated revenue increases seventy-four q4 results asian paints consolidated net profit eighty-four rs eight hundred and fifty-two cr march quarter asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints consolidated net profit eighty-four rs eight hundred and fifty-two cr march quarter asian paints consolidated net profit rises eight thousand, four hundred and forty-nine march two thousand and twenty-one quarter asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine cr stock markets live sgx nifty declines amid weak asian trade asian paints upl focus asian paints share trading higher ahead q4 earnings stocks watch asian paints bharti airtel godrej consumer upl vodafone idea stocks watch asian paints upl adani enterprises airtel mm infosys stock markets live sgx nifty declines amid weak asian trade asian paints upl focus asian paints share trading higher ahead q4 earnings asian paints ltd -- corporate action-board approves dividend asian paints ltd -- board recommends final dividend agm june twenty-nine two thousand and twenty-one asianpaint asian paints limited informed exchange regarding the board directors company meeting held today inter alia approved convening 75th agm company virtually tuesday 29th june2021 one thousand, one hundred am asian paints q4 preview profit may jump one hundred margins likely rise 330-540 bps asian paints q4 preview profit may jump one hundred margins likely rise 330-540 bps asian paints q4 consolidated net profit rises eight hundred and forty-five eight hundred and fifty-two crore asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine cr latest news asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine cr asian paints fy21 net profit rises sixteen rs three thousand, one hundred and thirty-nine crore asianpaint asian paints limited submitted exchange financial results period ended marchasian paints consolidated net profit rises eight thousand, four hundred and forty-nine march two thousand and twenty-one quarter results asian paints q4 profit eight thousand, one hundred and thirteen rs eight thousand, six hundred and ninety-nine crore stock watch tata power eicher motors saregama india voltas upl bharti airtel jspl asian paints birla corp among others asian paints q4 net profit grows eighty-one revenue forty-three",5,0.3199969232082367,0.019,0.123,0.859,0.999,positive,2556.2,NEGATIVE,POSITIVE,2,1,1,POSITIVE,1
468,ASIAN PAINTS LTD,2021-05-14,"share market live sensex nifty volatile t asian paints borosil renewables jump ten sensex opens flat asian paints rallies seven post q4 results asian paints share rose ten early trade asian paints net profit jumps eighty-four rs eight hundred and seventy crore march quarter asian paints share price ten bse five hundred index zero asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore asian paints came fiscal two thousand and twenty-one nearly unscathed pandemic markets defy positive cues inflation iip data metal underperforms tata twins hindalco coal india top bears asian paints surge ten stock market live updates sensex marginally higher nifty holds fourteen thousand, seven hundred asian paints top gainer nine market live sensex nifty volatile asian paints rallies eleven upl gains five sensex trades green asian paints zooms itc dr reddys contribute sensex gains stock market live updates sensex struggles near flatline fear gauge surges four asian paints itc top mo share market livesensex nifty swing asian paints borosil renewables upl jump ten equity markets fluctuate gains losses asian paints upl outperform market live sensex flat nifty near fourteen thousand, seven hundred metals slip asian paints ten market live updates sensex nifty flat amid high volatility asian paints top gainer metals drag market live updates sensex nifty flat amid high volatility asian paints top gainer metals drag moneycontrolcom share market live sensex moves gains losses nifty fourteen thousand, seven hundred asian paints zooms eleven market live nifty hovers around fourteen thousand, seven hundred sensex trades flat asian paints top gainer tcs shares fall share market live sensex moves gains losses nifty fourteen thousand, seven hundred asian paints zooms eleven indian shares flat asian paints soars strong results sensex remains flat asian paints upl top gainers metals weak asian paints limited - ex-date 10-jun-2021 dividend - rs one thousand, four hundred and fifty per sh sensex remains flat asian paints upl top gainers metals weak asian paints shares surge march quarter profit rises eighty market live indices volatile asian paints rallies eleven upl gains ten indian shares flat asian paints soars strong results - reuters asian paints shares surge march quarter profit rises eighty asian paints gains eleven strong march quarter performance asian paints rallies much ten post q4 numbers share market live sensex ends flats nifty fourteen thousand, seven hundred seesaw trade asian paints eight ril gains share market live sensex ends flats nifty fourteen thousand, seven hundred seesaw trade asian paints eight ril gains sensex ends choppy day forty-two pts up asian paints jumps eight tata steel four market movers whats fueling asian paints huls race catch infosys itcs good day asian paints stock sustain momentum asian paints shares rally eight pc q4 earnings sensex ends choppy day forty-two pts up asian paints jumps eight tata steel four business standard sensex gains forty-two points nifty ends fourteen thousand, seven hundred asian paints soars eight markets open flat sensex nifty minor gains asian paints sbi among major gainers asian paints came fiscal two thousand and twenty-one nearly unscathed pandemic asian paints shares rally decade q4 results stock watch tata power piramal enterprises eicher motors voltas upl bharti airtel jspl bse asian paints sci among others market live nifty gives fourteen thousand, six hundred and fifty sensex falls forty-eight thousand, six hundred asian paints top gainer tcs shares fall financial express stock market live updates sensex edges lower nifty fourteen thousand, six hundred and fifty asian paints top gainer nine market live updates sensex nifty flat amid volatility asian paints top gainer goair files drhp ipo asian paints shares jump nine q4 results heres brokerages say numbers beat estimates market live indices volatile asian paints rallies eleven upl gains ten market live updates sensex nifty flat amid high volatility asian paints top gainer metals drag market live nifty gives fourteen thousand, six hundred and fifty sensex falls forty-eight thousand, six hundred asian paints top gainer tcs shares fall asian paints surges eleven strong revenue growth q4 asian paints gains eleven strong march quarter performance indian shares flat asian paints soars strong results indian shares flat asian paints soars strong results - reuters india sensex nifty end flat volatile session asian paints itc nestle india top gainers asian paints md helped company beat pandemic blues q4 asian paints shares rally eight pc q4 earnings asian paints shares rally eight pc q4 earnings asian paints stock sustain momentum market live nifty gives fourteen thousand, six hundred and fifty sensex falls forty-eight thousand, six hundred asian paints top gainer tcs shares fall financial express markets defy positive cues inflation iip data metal underperforms tata twins hindalco coal india top bears asian paints surge ten markets open flat sensex nifty minor gains asian paints among major gainers asian paints net profit jumps eighty-four rs eight hundred and seventy crore march quarter share market livesensex nifty swing asian paints borosil renewables upl jump ten asian paints virtually untouched pandemic asian paints q4 review - spreading colors around prabhudas lilladher market live updates indices open flat amid positive global cues upl asian paints focus stocks news apollo tyres lupin asian paints vedanta stock market live updates sensex turns flat nifty holds fourteen thousand, seven hundred asian paints top gainer market live nifty hovers around fourteen thousand, seven hundred sensex trades flat asian paints top gainer tcs shares fall market live nifty gives fourteen thousand, six hundred and fifty sensex falls forty-eight thousand, six hundred asian paints top gainer tcs shares fall market live sensex flat nifty holds fourteen thousand, seven hundred metals slip asian paints ten sensex nifty end flat asian paints upl itc among top gainers share market live sensex nifty volatile t asian paints borosil renewables jump ten indian shares flat asian paints soars strong results share market livesensex nifty swing asian paints borosil renewables upl jump ten bloombergquint asian paints shares jump nine q4 results heres brokerages say numbers beat estimates market live sensex flat nifty near fourteen thousand, seven hundred metals slip asian paints ten - mint market live sensex flat nifty near fourteen thousand, six hundred and fifty metals slip asian paints ten market live sensex flat nifty near fourteen thousand, six hundred and fifty metals slip asian paints ten - mint share market livesensex nifty swing asian paints borosil renewables upl jump ten key news - happiest minds technologies ltd oil natural gas corporation lupin ltd asian paints ltd birla corporation ltd arete securities market live sensex one hundred points asian paints rallies ten upl gains five market live sensex nifty volatile asian paints rallies eleven upl gains five asian paints shares rally decade q4 results amid strong volumes revenue brokerage firms expect asian paints surge - check target levels sensex ends choppy day forty-two pts up asian paints jumps eight tata steel four sensex ends choppy day forty-two pts up asian paints jumps eight tata steel four stocks news apollo tyres lupin asian paints vedanta asian paints q4 review - continued raw material inflation leads earnings cut motilal oswal asian paints q4 net profit eighty-four pc rs eight hundred and fifty-two crore corporate action - housing development finance corp ltd kansai nerolac paints asian paints ltd tata power co ltd -slb talking point impact localised lockdowns asian paints asian paints virtually untouched pandemic market live nifty hovers around fourteen thousand, seven hundred sensex trades flat asian paints top gainer tcs shares fall market live nifty gives fourteen thousand, six hundred and fifty sensex falls forty-eight thousand, six hundred asian paints top gainer tcs shares fall market live sensex one hundred points asian paints rallies ten upl gains five asian paints surges eleven strong revenue growth q4 market live sensex flat nifty holds fourteen thousand, seven hundred metals slip asian paints ten share market live sensex nifty volatile t asian paints borosil renewables jump ten bloombergquint fridays top brokerage calls upl asian paints market live updates sensex nifty trade lower asian paints top gainer metals drag asian paints q4 demand trends panning now amit syngle et market live updates sensex nifty trade lower asian paints upl top gainers metals drag market live updates sensex nifty trade lower metals drag asian paints upl top gainers asian paints q4 consolidated net profit eighty-one indian shares flat asian paints soars strong results market live sensex flat nifty holds fourteen thousand, seven hundred metals slip asian paints ten - mint neutral asian paints target price rs two thousand, six hundred and twenty motilal oswal indian shares flat asian paints soars strong results asian paints md helped company beat pandemic blues q4 share market live sensex moves gains losses nifty fourteen thousand, seven hundred asian paints zooms eleven asian paints md helped company beat pandemic blues q4 market highlights sensex ends flats nifty fourteen thousand, seven hundred seesaw trade asian paints eight ril gains sensex gains forty-two points nifty ends fourteen thousand, seven hundred asian paints soars eight asian paints eight hundred and fifty-one pc rs two hundred and seventy-seven thousand, three hundred and sixty asian paints shares rally eight pc q4 earnings",4,0.3016796112060547,0.027,0.222,0.75,0.9998,positive,2774.5,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
469,ASIAN PAINTS LTD,2021-05-17,strong q4 performance asian paints faces multiple challenges,4,0.3016796112060547,0.0,0.434,0.566,0.5574,positive,2782.75,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
470,ASIAN PAINTS LTD,2021-05-18,insights coatings global market two thousand and twenty-seven - featuring asian paints axalta coating systems basf among others asian paints shares surge march quarter profit rises eighty asian paints ltd -- compliances-reg24a-annual secretarial compliance,5,0.2487480491399765,0.0,0.137,0.863,0.6249,positive,2821.8,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
471,ASIAN PAINTS LTD,2021-05-19,markets may stay weak telcos asian paints tata power focus sensex ends choppy day forty-two pts up asian paints jumps eight tata steel four strong q4 performance asian paints faces multiple challenges,2,0.29218167066574097,0.079,0.126,0.795,0.1779,positive,2815.85,NEGATIVE,NEGATIVE,2,1,2,NEGATIVE,2
472,ASIAN PAINTS LTD,2021-05-20,brokerages mixed asian paints trading using harmonic analysis asian paintirctceicher,3,0.29111963510513306,0.0,0.237,0.763,0.4215,positive,2794.1,NEGATIVE,POSITIVE,2,1,1,NEGATIVE,2
473,ASIAN PAINTS LTD,2021-05-21,asian paints rating buy stellar performance decorative business asian paints rating buy stellar performance decorative business,4,0.31870725750923157,0.0,0.0,1.0,0.0,neutral,2832.5,POSITIVE,POSITIVE,1,3,1,POSITIVE,1
474,ASIAN PAINTS LTD,2021-05-24,asian paints net profit rises eight hundred and forty-five q4 fy20,4,0.31870725750923157,0.0,0.225,0.775,0.4404,positive,2819.2,NEGATIVE,POSITIVE,2,1,1,POSITIVE,1
475,ASIAN PAINTS LTD,2021-05-25,"indian shares gain strong earnings asian paints infosys shine asian paints berger paints hit new highs gain fifteen month d-street buzz three hundred bse stocks hit new 52-week high asian paints colgate concor 2-4 nifty settles fifteen thousand, two hundred led infosys asian paints stock markets performed today bse sensex nse nifty end flat asian paints titan top gainers know se market live updates indices trade higher led metal stocks asian paints titan major gainers indian shares gain strong earnings asian paints infosys shine indian shares gain strong earnings asian paints infosys shine - vccircle accumulate asian paints target rs two thousand, seven hundred and eighty-one dolat capital market sensex ends fourteen points lower nifty settles fifteen thousand, two hundred asian paints gains three asian paints berger paints birlasoft concor top trending stocks bse - know big factors driving asian paints ltd -- announcement regulation thirty lodr-analyst investor meet - intimation indian shares gain strong earnings asian paints infosys shine sensex opens higher nifty fifteen thousand, two hundred and fifty asian paints jsw steel top gainers asian paints berger paints hit new highs gain fifteen month indian shares gain strong earnings asian paints infosys shine d-street buzz three hundred bse stocks hit new 52-week high asian paints colgate concor 2-4 closing bell sensex snaps 2-day winning run ends fourteen pts lower nifty settles fifteen thousand, two hundred asian paints d-street buzz three hundred bse stocks hit new 52-week high asian paints colgate concor 2-4 moneycontrolcom sensex ends fourteen points lower nifty settles fifteen thousand, two hundred asian paints gains three sensex ends fourteen points lower nifty settles fifteen thousand, two hundred asian paints gains three sensex bounces auto metal stocks lift dalal street asian paints rises two sensex bounces auto metal stocks lift dalal street asian paints rises two asian paints indian shares gain strong earnings asian paints infosys shine indian shares gain strong earnings asian paints infosys shine indian shares gain strong earnings asian paints infosys shine infosys tcs asian paints lift sensex auto metal stocks see strong buying interest psu bank counters nifty settles fifteen thousand, two hundred led gains infosys asian paints asian paints ltd -- announcement regulation thirty lodr-analyst investor meet - intimation asianpaint asian paints limited informed exchange analystsinstitutional investor meetcon call updates",5,0.2487480491399765,0.023,0.268,0.709,0.9987,positive,2914.4,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
476,ASIAN PAINTS LTD,2021-05-26,"top trading ideas ajit mishra buy asian paints idfc first bank asian paints titan continue outperform credit suisse underweight metals adds ultratech cement asian paints consumer stocks like asian paints titan continue outperform credit suisse underweight metals adds ultratech cement asian paints barbeque nations q4 performance asian paints berger paints hit new highs buzzing stocks today top trading ideas ajit mishra buy asian paints idfc first bank sgx nifty twenty-nine points barbeque nations q4 performance asian paints berger paints hit new highs buzzing stocks today consumer stocks like asian paints titan continue outperform asian paints titan continue outperform sensex surges one hundred points nifty fifteen thousand, two hundred sun pharma mm lt bajaj finserv hul asian paints - business insider india",5,0.3199969232082367,0.0,0.145,0.855,0.9451,positive,2941.6,POSITIVE,POSITIVE,1,1,1,POSITIVE,1
